family,league_code,rows,fixtures,fallback_rows,fallback_rate,live_auc,challenger_auc,delta_auc,live_brier,challenger_brier,delta_brier,live_log_loss,challenger_log_loss,delta_log_loss,live_ece,challenger_ece,delta_ece
anytime,AT1,72,18,0,0.0,0.615909090909091,0.7190909090909091,0.10318181818181815,0.21574532808351918,0.19040790168302468,-0.025337426400494495,0.6224023611777698,0.5632015272738832,-0.05920083390388664,0.18656336698431333,0.07586835983683958,-0.11069500714747375
anytime,B1,140,35,0,0.0,0.6316232127838519,0.6070227081581161,-0.02460050462573582,0.23630069203700513,0.24213142585108482,0.005830733814079697,0.6815467712995903,0.6874491636433403,0.005902392343750007,0.13885694159280532,0.12809918376208587,-0.010757757830719444
anytime,BR1,148,37,0,0.0,0.6933908045977011,0.7191570881226054,0.025766283524904288,0.21515344487750038,0.2037738294737744,-0.011379615403725979,0.6244246040218248,0.5927157939245755,-0.03170881009724924,0.11670205706741112,0.07086991013031203,-0.04583214693709908
anytime,CH1,128,32,0,0.0,0.7249809014514897,0.7321110262286733,0.007130124777183555,0.20599775815263302,0.20412556004728027,-0.0018721981053527459,0.5981360030134371,0.5938030912391739,-0.004332911774263204,0.03850996922406708,0.06112685285620791,0.02261688363214083
anytime,CH2,84,21,0,0.0,0.66796875,0.665264423076923,-0.002704326923076983,0.21858899180226615,0.21446717371022242,-0.004121818092043733,0.6290551195967093,0.6188706262389706,-0.010184493357738744,0.12677609928223568,0.1141340316592176,-0.012642067623018088
anytime,CL,136,34,0,0.0,0.7307023265927376,0.7090671885192433,-0.021635138073494264,0.21047030139491732,0.21688192678770835,0.006411625392791026,0.6037128164799237,0.620845870375117,0.017133053895193262,0.07402722817524013,0.07010914576647663,-0.0039180824087634986
anytime,D1,160,40,0,0.0,0.8034825870646766,0.8147969828277964,0.011314395763119878,0.18277062359682827,0.1797272619453497,-0.0030433616514785877,0.5447367553343385,0.5363033635323916,-0.00843339180194691,0.06706326975291808,0.0915583686584458,0.024495098905527715
anytime,D2,144,36,0,0.0,0.7434050324675325,0.7495941558441558,0.006189123376623251,0.19709346902334912,0.19894749824929486,0.0018540292259457414,0.5762653328259747,0.5809595901062041,0.00469425728022943,0.04786955850023546,0.08550723694407394,0.03763767844383849
anytime,DK1,72,18,0,0.0,0.7236201298701298,0.7467532467532467,0.023133116883116922,0.2106787441534166,0.19694274023268726,-0.01373600392072935,0.6066926155354303,0.5751613024582003,-0.031531313077230005,0.0739351350593935,0.12835792220838552,0.05442278714899201
anytime,E0,172,43,0,0.0,0.7626555429864252,0.7876131221719457,0.02495757918552044,0.18953713753891294,0.18449184037578903,-0.005045297163123907,0.5602500922501914,0.5492482705521645,-0.011001821698026881,0.07814444754635697,0.06367836902025396,-0.014466078526103002
anytime,E1,256,64,0,0.0,0.7061538461538461,0.7141666666666666,0.008012820512820484,0.21111612595719945,0.20823341671708528,-0.002882709240114162,0.6104585078615905,0.6026887232467963,-0.007769784614794162,0.0773079515681119,0.05573094682953058,-0.021577004738581325
anytime,E2,300,75,0,0.0,0.7469675925925927,0.7615740740740742,0.01460648148148147,0.19764362666881724,0.19533631126461615,-0.0023073154042010935,0.578224942301502,0.5735161869961637,-0.004708755305338319,0.04733437835402692,0.05183877223808529,0.0045043938840583705
anytime,E3,328,82,0,0.0,0.7202123397435897,0.7191105769230768,-0.001101762820512886,0.19979160349314687,0.2007630892165423,0.000971485723395421,0.5869624941382121,0.5876109344087903,0.0006484402705781989,0.03263719362181908,0.02800437204110126,-0.004632821580717816
anytime,EC,300,75,0,0.0,0.7202034883720929,0.7196130087209303,-0.0005904796511626564,0.21001254759623672,0.21254968559016882,0.002537137993932098,0.6106854244701275,0.6165795187898603,0.005894094319732757,0.04923125665158196,0.05498431721860457,0.005753060567022607
anytime,ECL,64,16,0,0.0,0.7449392712550608,0.7651821862348178,0.020242914979757054,0.2012169852523621,0.1912989787977814,-0.009918006454580686,0.5865294973789452,0.5628712005440628,-0.02365829683488241,0.11271879487174784,0.06469895889181036,-0.048019835979937475
anytime,EL,136,34,0,0.0,0.6926377597109303,0.6944444444444445,0.0018066847335141967,0.21339489640517562,0.21305498227417044,-0.00033991413100517565,0.6173204254245372,0.6165742331841855,-0.0007461922403517729,0.08803619020454412,0.07327126753456968,-0.014764922669974437
anytime,F1,168,42,0,0.0,0.7244897959183673,0.7259259259259259,0.0014361300075586003,0.20114761241198909,0.20255811099291657,0.0014104985809274828,0.5828661598044589,0.5884378529707968,0.005571693166337877,0.07402924624483671,0.08219727288032197,0.008168026635485257
anytime,F2,148,37,0,0.0,0.7069791666666666,0.6745833333333333,-0.03239583333333329,0.19973148134926533,0.20316919373344905,0.003437712384183722,0.5871622485726193,0.5913399109301981,0.004177662357578771,0.06984150818115256,0.043478872424132106,-0.026362635757020456
anytime,G1,128,32,0,0.0,0.7890560875512996,0.7461012311901505,-0.04295485636114915,0.1758131985759576,0.18548031307369867,0.009667114497741075,0.5247091643249213,0.5487335073580457,0.024024343033124396,0.0676771717886602,0.050357195865291325,-0.017319975923368876
anytime,I1,176,44,0,0.0,0.7462231462231461,0.740956340956341,-0.005266805266805119,0.19341211729089486,0.1948251727163508,0.0014130554254559446,0.5678309459540595,0.5726249238822576,0.004793977928198134,0.07223835524034579,0.058248568355495765,-0.013989786884850024
anytime,I2,208,52,0,0.0,0.7725289977198374,0.7577079409140479,-0.01482105680578949,0.18374793860195476,0.1911299324744198,0.007381993872465048,0.5450815491963816,0.5650853138334226,0.02000376463704101,0.07132457680521165,0.04365893806623683,-0.027665638738974818
anytime,IE1,52,13,0,0.0,0.7414414414414414,0.745945945945946,0.0045045045045045695,0.19401433928520215,0.18907461113369,-0.0049397281515121405,0.5687871592431326,0.5501291929673163,-0.018657966275816285,0.13060586425132575,0.11685614760008498,-0.013749716651240779
anytime,JP1,120,30,0,0.0,0.61996336996337,0.5699023199023199,-0.050061050061050105,0.22840908341790778,0.2498230572277487,0.02141397380984092,0.6576264571082404,0.706202147871331,0.04857569076309054,0.09369280297733537,0.12658726417439595,0.032894461197060576
anytime,MX1,140,35,0,0.0,0.7860331632653061,0.7674319727891157,-0.018601190476190466,0.1841550061545234,0.19356696649746652,0.009411960342943115,0.5458007674128065,0.5684921948080681,0.022691427395261643,0.07670364833891917,0.13838427965325972,0.06168063131434055
anytime,N1,156,39,0,0.0,0.7571692101291296,0.765218849572363,0.008049639443233336,0.19626693347094373,0.19688261327786716,0.0006156798069234248,0.5844362924151261,0.5789516919814525,-0.005484600433673603,0.06079792390154526,0.056029951496194476,-0.004767972405350783
anytime,P1,168,42,0,0.0,0.770356140091621,0.7705039160632481,0.00014777597162707323,0.19071414143089654,0.18974870630485313,-0.0009654351260434124,0.5677523465308115,0.5612716854371387,-0.006480661093672846,0.07924301925893772,0.03266414937388945,-0.046578869885048266
anytime,PL1,148,37,0,0.0,0.6617141702041641,0.6794016575702446,0.0176874873660805,0.2133109564886476,0.20477296458036282,-0.008537991908284775,0.6181838406326174,0.5978335204526044,-0.020350320180013037,0.08111509409565308,0.07064895382756858,-0.010466140268084498
anytime,RO1,176,44,0,0.0,0.7695646367521369,0.7369123931623932,-0.032652243589743724,0.1914945717888197,0.2005072360838203,0.009012664295000583,0.5662409170522011,0.5867656197278452,0.020524702675644102,0.06922033233629507,0.06294232094497697,-0.006278011391318103
anytime,SC0,140,35,0,0.0,0.7224702380952381,0.7587159863945578,0.0362457482993197,0.20775763496898741,0.193091725642461,-0.014665909326526422,0.6344189878775339,0.5697474399664837,-0.06467154791105023,0.06064237810349517,0.031202888015961223,-0.029439490087533944
anytime,SC1,88,22,0,0.0,0.757183908045977,0.7626436781609196,0.005459770114942586,0.18584767282772285,0.1859493745574886,0.00010170172976575742,0.5536983870775741,0.5516732967458394,-0.0020250903317347024,0.10913947597839023,0.10240160869077872,-0.0067378672876115125
anytime,SC2,100,25,0,0.0,0.69041157847128,0.7272727272727273,0.03686114880144731,0.19959241732897112,0.19703155301026748,-0.002560864318703643,0.5844616081413592,0.5771300865479904,-0.007331521593368806,0.13493852907910464,0.07791984874943626,-0.05701868032966838
anytime,SC3,112,28,0,0.0,0.7140158021298524,0.7214015802129852,0.007385778083132788,0.20548083839732248,0.2065019583744525,0.0010211199771300306,0.6004009233379292,0.6023306437312687,0.0019297203933394957,0.10591325525461304,0.10076503857458116,-0.005148216680031875
anytime,SP1,176,44,0,0.0,0.744676549865229,0.7570080862533692,0.012331536388140218,0.1979126666183535,0.19289150207169056,-0.005021164546662932,0.5788837004757089,0.5657375146867154,-0.013146185788993514,0.08668405818563922,0.06112722802440645,-0.025556830161232773
anytime,SP2,196,49,0,0.0,0.7571037315987675,0.7620677850051353,0.004964053406367741,0.18632479449894035,0.18700449304631148,0.000679698547371127,0.5533212935503243,0.5537052168237465,0.000383923273422182,0.07019129192932222,0.05554482804443436,-0.014646463884887856
anytime,T1,148,37,0,0.0,0.7230870217554388,0.7533758439609903,0.030288822205551513,0.20890572754113626,0.19946434572134894,-0.00944138181978732,0.6072320451581913,0.5847221269371841,-0.02250991822100723,0.0722238245679856,0.07145725063244274,-0.000766573935542858
corners,AT1,216,18,0,0.0,0.6710424710424711,0.6542685542685542,-0.01677391677391682,0.2324254774705086,0.23632127885299709,0.0038958013824884896,0.6579015862034625,0.6675350191817616,0.009633432978299106,0.0616339131635643,0.07151598835334749,0.009882075189783193
corners,B1,492,41,0,0.0,0.7416509789156626,0.7202277861445784,-0.021423192771084176,0.19161205152974098,0.19684082090577218,0.0052287693760312,0.56621586046944,0.5778520995117664,0.011636239042326468,0.10051603513595676,0.08803342841776908,-0.012482606718187683
corners,BR1,444,37,0,0.0,0.6756584448160535,0.6940112876254181,0.018352842809364556,0.22362921841732755,0.21686500248785984,-0.006764215929467715,0.6374762848031424,0.622988180161297,-0.014488104641845467,0.045718452433586486,0.043380509201923365,-0.0023379432316631213
corners,CH1,432,36,0,0.0,0.7324404041293391,0.719057471770377,-0.01338293235896204,0.2057343812660331,0.2100254497324801,0.004291068466447001,0.5973684379001608,0.6090448458854092,0.011676407985248383,0.04428380978980471,0.026093829199620305,-0.018189980590184403
